"Subj","Controller","ItemNo","Scenario","Text","Answer","NullOrCorrect","AnswerTimes"
"1581695328","AcceptabilityJudgment","27","first-item6-d-svo","NULL","levý","NULL","23576"
"1581695328","AcceptabilityJudgment","84","filler15-bad","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/15_distributive.JPG?raw=true></td><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/15_non-distributive.jpg?raw=true></td></table></center>Kontext: Děti dostaly nové míčky různých barev. Odpoledne si s nimi házely o zeď. Tatínek se obával%2C že děti rozbijí míčkem okno%2C což se také stalo.</p><center><p>Věta: <i>Pouze červený míček rozbil okno.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","84","filler15-bad","NULL","ani jeden","NULL","16971"
"1581695328","AcceptabilityJudgment","64","first-item15-d-move-a","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:290px;max-height:290px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/15_distributive.JPG?raw=true></td><td><img style=display:block;max-width:270px;max-height:270px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/15_d_wrong.JPG?raw=true></td></table></center>Kontext: Skupina kluků a dívek si odpoledne hrála před školní jídelnou s míči. Kluci si kopali s modrým míčem a dívky si házely s červeným míčem. Druhý den ředitel školy zjistil%2C že děti rozbily míčem okna. Zavolal si je do ředitelny%2C aby odhalil viníka.</p><center><p>Věta: <i>Ve školní jídelně byly čtvercové okno i kulaté okno rozbity dvěma dětmi.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","64","first-item15-d-move-a","NULL","ani jeden","NULL","20712"
"1581695328","AcceptabilityJudgment","83","filler14-good-right","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/14_nd.jpg?raw=true></td><td><img style=display:block;max-width:430px;max-height:430px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/14_d_f.jpeg?raw=true></td></table></center>Kontext: Farmář má velmi rád svá zvířata a dobře se o ně stará. Někdy ovšem%2C když má špatný den%2C nakopne slepice%2C které se mu pořád pletou pod nohy.</p><center><p>Věta: <i>Dnes farmář nakopl jednu slepici.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","83","filler14-good-right","NULL","ani jeden","NULL","9313"
"1581695328","AcceptabilityJudgment","37","first-item8-d-move-abar","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:350px;max-height:350px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/8_distributive_new.jpg?raw=true></td><td><img style=display:block;max-width:330px;max-height:330px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/8_d_wrong_new.jpg?raw=true></td></table></center>Kontext: Skupina zlodějů se vloupala do obchodu%2C kde chtěli ukrást peníze a drahou elektroniku. Jejich počínání přerušil příchod zaměstnanců obchodu%2C kteří okamžitě zavolali policii. Při pokusu utéct zloději zaměstnance fyzicky napadli. Policie naštěstí zasáhla včas%2C ale někteří zaměstnanci museli být ošetřeni lékařem.</p><center><p>Věta: <i>Prodavače i prodavačku dva zloději zranili v obchodě.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","37","first-item8-d-move-abar","NULL","levý","NULL","29211"
"1581695328","AcceptabilityJudgment","72","filler3-bad","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/2_nd_wrong.jpg?raw=true></td><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/2_non-distributive.jpg?raw=true></td></table></center>Kontext: Na kutilském veletrhu si mohli účastníci vyzkoušet vyrobit předměty ze dřeva nebo železa pomocí starých středověkých postupů.</p><center><p>Věta: <i>Dva soutěžící vyrobili každý dva dřevěné výrobky.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","72","filler3-bad","NULL","pravý","NULL","23055"
"1581695328","AcceptabilityJudgment","16","first-item3-nd-move-a","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/3_non-distributive.jpg?raw=true></td><td><img style=display:block;max-width:600px;max-height:600px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/3_nd_f.jpg?raw=true></td></table></center>Kontext: Starosta města musel posílit policejní hlídky%2C protože se ve městě objevila skupina zlodějů%2C kteří rabovali obchody a okrádali občany. Zlodějům veleli Thomas a Robin. Starosta doufal%2C že se policistům podaří vůdce zlodějů chytit předtím%2C než začne jarní festival. K případu byli přidělení policisté Jaroslav a Svatopluk.</p><center><p>Věta: <i>Ještě před zahájením jarního festivalu byli Robin i Thomas uvězněni dvěma policisty.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","16","first-item3-nd-move-a","NULL","levý","NULL","59978"
"1581695328","AcceptabilityJudgment","73","filler4-good-right","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/5_distribtive.jpg?raw=true></td><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/5_d_wrong.jpg?raw=true></td></table></center>Kontext: Na policejním oddělení schválili dvě nové vyhlášky týkající se omezení rychlosti v některých částech města. Vyvěsit vyhlášku na úřední desku má v pravomoci úředník nebo policista.</p><center><p>Věta: <i>Pouze jedna osoba vyvěsila dvě vyhlášky na úřední desku.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","73","filler4-good-right","NULL","pravý","NULL","48569"
"1581695328","AcceptabilityJudgment","11","first-item2-nd-svo","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:290px;max-height:290px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/2_non-distributive.jpg?raw=true></td><td><img style=display:block;max-width:270px;max-height:270px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/2_nd_wrong.jpg?raw=true></td></table></center>Kontext: Minulý víkend se konal na výstavišti kutilský veletrh%2C v rámci kterého byly pořádány soutěže. Úkolem jedné z nich bylo vyrobit dřevený výrobek za 6 hodin. Nejkrásnější výrobky byly hodnoceny porotou. Soutěžící mohli porotě předložit k hodnocení libovolný počet výrobků%2C ovšem výrobky%2C které nestihly dokončit během daného časového limitu%2C nebyly brány porotou v úvahu. Soutěže se mohly zúčastnit týmy i jednotlivci.</p><center><p>Věta: <i>Dva soutěžící vyrobili židli i ptačí budku.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","11","first-item2-nd-svo","NULL","ani jeden","NULL","24159"
"1581695328","AcceptabilityJudgment","78","filler9-bad","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:390px;max-height:390px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/7_nd_wrong%20new.jpg?raw=true></td><td><img style=display:block;max-width:390px;max-height:390px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/7_non-distributive.jpg?raw=true></td></table></center>Kontext: Velmi oblíbenou počítačovou hrou se stali <i>Zabijáčtí roboti</i>. Tuto hru je možné hrát i s kamarády. Hráč si vybere jednoho robota. Úkolem je zabít určitý počet vojáků%2C a poté se hráč dostane na vyšší level hry.</p><center><p>Věta: <i>V prvním levelu hry každý robot zabil dva vojáky.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","78","filler9-bad","NULL","ani jeden","NULL","18193"
"1581695328","AcceptabilityJudgment","69","first-item16-nd-move-abar","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/16_non-distributive.jpeg?raw=true></td><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/16_nd_wrong.jpeg?raw=true></td></table></center>Kontext: O víkendu se syn a otec vydali na zahradu za domem%2C aby pokáceli staré stromy a místo nich vysadili nové. Obzvláště jeden dub a jeden smrk byly velmi staré a měly být pokáceny.</p><center><p>Věta: <i>Dub i smrk dva muži pokáceli na zahradě.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","69","first-item16-nd-move-abar","NULL","levý","NULL","10417"
"1581695328","AcceptabilityJudgment","71","filler2-good-right","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:450px;max-height:450px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/3_d.jpg?raw=true></td><td><img style=display:block;max-width:600px;max-height:600px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/3_non-d_f.jpg?raw=true></td></table></center>Kontext: Policisté pronásledovali skupinu zlodějů aut. Ti byli po krátké honičce s policisty dopadeni v kradených autech. Některým policistům se podařilo dopadnout a zatknout více zlodějů%2C někteří zůstali s policejními psy a nezatkli žádného zločince.</p><center><p>Věta: <i>Pouze jeden policista zatkl jednoho zloděje.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","71","filler2-good-right","NULL","pravý","NULL","19649"
"1581695328","AcceptabilityJudgment","21","first-item4-d-move-abar","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/4_distributive_new.jpg?raw=true></td><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/4_d_wrong_new.jpg?raw=true></td></table></center>Kontext: Karel a Petr pracují oba ve firmě%2C která provádí malířské a natěračské práce. Minulý pátek pracovali v naší ulici. Dva domy nutně potřebovaly nově natřít: vila a rodinný dům.</p><center><p>Věta: <i>Rodinný dům i vilu dva natěrači natřeli nažluto.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","21","first-item4-d-move-abar","NULL","ani jeden","NULL","16833"
"1581695328","AcceptabilityJudgment","70","filler1-bad","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/1_nd_wrong.jpg?raw=true></td><td><img style=display:block;max-width:350px;max-height:350px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/1_d_wrong.jpg?raw=true></td></table></center>Kontext: Známý modní dům pořádal módní přehlídku nové kolekce. Bylo pozváno spoustu důležitých osob a také zástupci módních časopisů. Akci uzavírala noční přehlídka dvou světových modelek. Fotografové měli plné ruce práce.</p><center><p>Věta: <i>Každý fotograf vyfotil obě modelky.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","70","filler1-bad","NULL","ani jeden","NULL","16579"
"1581695328","AcceptabilityJudgment","38","first-item9-d-ref","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/9_d.jpg?raw=true></td><td><img style=display:block;max-width:470px;max-height:470px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/9_d_f.jpg?raw=true></td></table></center>Kontext: Chlapeček a holčička byli moc rozmazlení a nevážili si věcí%2C které dostali od rodičů. Odpoledne si spolu děti hrály a poškodily několik hraček.</p><center><p>Věta: <i>Chlapeček i holčička poškodili dvě hračky. </i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","38","first-item9-d-ref","NULL","levý","NULL","8426"
"1581695328","AcceptabilityJudgment","81","filler12-good-left","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:430px;max-height:430px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/12_non-distributive.jpeg?raw=true></td><td><img style=display:block;max-width:450px;max-height:450px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/12_nd_wrong.jpeg?raw=true></td></table></center>Kontext: Ve středověku se lidé scházeli na trzích%2C kde kupovali nebo prodávali různé předměty. Někteří prodávající předměty vyráběli přímo na místě.</p><center><p>Věta: <i>Dva vesničané vyrobili dva předměty ze železa. </i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","81","filler12-good-left","NULL","ani jeden","NULL","14139"
"1581695328","AcceptabilityJudgment","32","first-item7-nd-move-a","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/7_non-distributive.jpg?raw=true></td><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/7_nd_wrong%20new.jpg?raw=true></td></table></center>Kontext: V kině tento týden začali dávat nový film o válce mezi roboty a lidmi. Roboti mají různé barvy podle jejich vojenské hodnosti. Roboti se chovají brutálně a nerozlišují mezi vojáky a civilisty. Hlavní hrdina%2C který patří k vojenské jednotce%2C přežije%2C ale někteří jeho kamarádi zemřou.</p><center><p>Věta: <i>V džungli byli voják i civilista zabiti dvěma roboty.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","32","first-item7-nd-move-a","NULL","levý","NULL","34618"
"1581695328","AcceptabilityJudgment","85","filler16-good-right","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/16_non-distributive.jpeg?raw=true></td><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/16_distributive.jpeg?raw=true></td></table></center>Kontext: Část lesa byla napaden kůrovcem%2C a proto se lesníci rozhodli%2C že stromy pokácí a vysadí nové.</p><center><p>Věta: <i>Dva lesníci pokáceli každý dva stromy.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","85","filler16-good-right","NULL","pravý","NULL","7538"
"1581695328","AcceptabilityJudgment","6","first-item1-d-ref","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:350px;max-height:350px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/1_distributive.jpg?raw=true></td><td><img style=display:block;max-width:350px;max-height:350px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/1_d_wrong.jpg?raw=true></td></table></center> Kontext: Včera se konal v Praze večírek celebrit. Sešli se zde známí herci%2C zpěváci%2C modelky a samozřejmě novináři bulvárních časopisů. Večírku se zúčastnily také herečky Simona a Kamila. Šéfredaktoři přikázali novinářům pořídit fotografie ukazující temnou stránku celebrit. Novináři Karel a Jakub tedy doufali%2C že se jim pořadí pořídit kompromitující fotografie pozvaných osobností%2C které by mohly čtenáře časopisů zajímat.</p><center><p>Věta: <i> Karel i Jakub vyfotili dvě herečky.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581695328","AcceptabilityJudgment","6","first-item1-d-ref","NULL","levý","NULL","23555"
"1581696421","Form","1","intro","name","Michaela Velebová","",""
"1581696421","Form","1","intro","snumber","489052","",""
"1581696421","AcceptabilityJudgment","83","filler14-good-right","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/14_nd.jpg?raw=true></td><td><img style=display:block;max-width:430px;max-height:430px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/14_d_f.jpeg?raw=true></td></table></center>Kontext: Farmář má velmi rád svá zvířata a dobře se o ně stará. Někdy ovšem%2C když má špatný den%2C nakopne slepice%2C které se mu pořád pletou pod nohy.</p><center><p>Věta: <i>Dnes farmář nakopl jednu slepici.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","83","filler14-good-right","NULL","ani jeden","NULL","26815"
"1581696421","AcceptabilityJudgment","41","first-item9-d-move-abar","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/9_d.jpg?raw=true></td><td><img style=display:block;max-width:470px;max-height:470px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/9_d_f.jpg?raw=true></td></table></center>Kontext: Chlapeček a holčička byli moc rozmazlení a nevážili si věcí%2C které dostali od rodičů. Odpoledne si spolu děti hrály a poškodily několik hraček.</p><center><p>Věta: <i>Autíčko i panenku dvě děti poškodily odpoledne.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","41","first-item9-d-move-abar","NULL","levý","NULL","22011"
"1581696421","AcceptabilityJudgment","77","filler8-good-left","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:380px;max-height:380px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/9_d_f.jpg?raw=true></td><td><img style=display:block;max-width:350px;max-height:350px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/9_nd.jpg?raw=true></td></table></center>Kontext: Dědeček měl radost%2C že se děti na oslavě jeho narozenin chovají vzorně a v klidu si hrají. Pak ale přišla jeho nejstarší dcera se svými dětmi%2C kteří jsou pěkní rošťáci a rády ničí hračky. Díky přísnému tatínkovi se téměř nic nestalo.</p><center><p>Věta: <i>Pouze jedno dítě zničilo jednu hračku.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","77","filler8-good-left","NULL","levý","NULL","7916"
"1581696421","AcceptabilityJudgment","20","first-item4-d-move-a","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/4_distributive_new.jpg?raw=true></td><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/4_d_wrong_new.jpg?raw=true></td></table></center>Kontext: Karel a Petr pracují oba ve firmě%2C která provádí malířské a natěračské práce. Minulý pátek pracovali v naší ulici. Dva domy nutně potřebovaly nově natřít: vila a rodinný dům.</p><center><p>Věta: <i>V naší ulici byly rodinný dům i vila natřeny nažluto dvěma natěrači.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","20","first-item4-d-move-a","NULL","ani jeden","NULL","16401"
"1581696421","AcceptabilityJudgment","85","filler16-good-right","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/16_non-distributive.jpeg?raw=true></td><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/16_distributive.jpeg?raw=true></td></table></center>Kontext: Část lesa byla napaden kůrovcem%2C a proto se lesníci rozhodli%2C že stromy pokácí a vysadí nové.</p><center><p>Věta: <i>Dva lesníci pokáceli každý dva stromy.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","85","filler16-good-right","NULL","pravý","NULL","8552"
"1581696421","AcceptabilityJudgment","52","first-item12-d-move-a","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:420px;max-height:420px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/12_distributive.jpeg?raw=true></td><td><img style=display:block;max-width:490px;max-height:490px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/12_d_wrong.jpeg?raw=true></td></table></center>Kontext: Na středověký jarmark se sjeli příznivci z celého okolí. Prodavači byli oblečeni do typických středověkých kostýmů a prodávali ručně vyrobené výrobky. Mezi oblíbené patřily stánky kovářů%2C kteří na přání zákazníků ukovali ozdobné železné předměty.</p><center><p>Věta: <i>Na jarmarku byly železná podkova i železný meč ukovány dvěma kováři.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","52","first-item12-d-move-a","NULL","levý","NULL","22733"
"1581696421","AcceptabilityJudgment","76","filler7-bad","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/6_nd_wrong.jpg?raw=true></td><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/6_d_wrong.jpg?raw=true></td></table></center>Kontext: Nový díl televizního seriálu <i>Naše město</i> se odehrával především v nemocnici%2C kde lékař Marek s lékařkou Annou ošetřovali zraněného dědečka s vnukem po autonehodě. Samozřejmě nechyběla romantická scéna mezi Markem a Annou.</p><center><p>Věta: <i>Dva lékaři ošetřili každý dva pacienty.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","76","filler7-bad","NULL","pravý","NULL","9802"
"1581696421","AcceptabilityJudgment","57","first-item13-d-move-abar","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/13_distributive.jpeg?raw=true></td><td><img style=display:block;max-width:400px;max-height:400px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/13_d_wrong.jpg?raw=true></td></table></center>Kontext: Holčička Lenka si na narozeniny přála dvě ručně ušitá trička různé barvy. Jedno tričko mělo být žluté a druhé růžové. Maminka a babička se rozhodly%2C že holčičce udělají radost%2C nakoupily látku a po nocích tajně šily.</p><center><p>Věta: <i>Růžové tričko i žluté tričko dvě ženy ušily Lence k narozeninám.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","57","first-item13-d-move-abar","NULL","ani jeden","NULL","10818"
"1581696421","AcceptabilityJudgment","82","filler13-bad","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:350px;max-height:350px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/13_d_wrong.jpg?raw=true></td><td><img style=display:block;max-width:370px;max-height:370px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/13_nd_wrong.jpeg?raw=true></td></table></center>Kontext: Děti si při hře v lese roztrhly oblečení. Maminky z toho nebyly šťastné%2C ale rozhodly se%2C že dětem oblečení zašijí.</p><center><p>Věta: <i>Dvě maminky zašily dvě trička.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","82","filler13-bad","NULL","ani jeden","NULL","8671"
"1581696421","AcceptabilityJudgment","42","first-item10-nd-ref","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/10_non-distributive.jpeg?raw=true></td><td><img style=display:block;max-width:270px;max-height:270px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/10_nd_wrong.jpeg?raw=true></td></table></center>Kontext: Na dětském pirátském táboře byly děti rozděleny do skupin. Každá skupina dostala za úkol zvolit si název své pirátské lodi a vyrobit vlastní vlajku. Po celé dva týdny děti sbíraly body za plnění různých úkolů. Každý večer byly před večeří pověšeny před hlavním stanem vlajky a byl vyhlášen počet získaných bodů jednotlivých skupin.</p><center><p>Věta: <i>Kluk i dívka pověsili dvě vlajky dnes večer.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","42","first-item10-nd-ref","NULL","levý","NULL","7506"
"1581696421","AcceptabilityJudgment","73","filler4-good-right","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/5_distribtive.jpg?raw=true></td><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/5_d_wrong.jpg?raw=true></td></table></center>Kontext: Na policejním oddělení schválili dvě nové vyhlášky týkající se omezení rychlosti v některých částech města. Vyvěsit vyhlášku na úřední desku má v pravomoci úředník nebo policista.</p><center><p>Věta: <i>Pouze jedna osoba vyvěsila dvě vyhlášky na úřední desku.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","73","filler4-good-right","NULL","pravý","NULL","6894"
"1581696421","AcceptabilityJudgment","63","first-item15-d-svo","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:290px;max-height:290px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/15_distributive.JPG?raw=true></td><td><img style=display:block;max-width:270px;max-height:270px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/15_d_wrong.JPG?raw=true></td></table></center>Kontext: Skupina kluků a dívek si odpoledne hrála před školní jídelnou s míči. Kluci si kopali s modrým míčem a dívky si házely s červeným míčem. Druhý den ředitel školy zjistil%2C že děti rozbily míčem okna. Zavolal si je do ředitelny%2C aby odhalil viníka.</p><center><p>Věta: <i>Dvě děti rozbily čtvercové okno i kulaté okno.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","63","first-item15-d-svo","NULL","ani jeden","NULL","13845"
"1581696421","AcceptabilityJudgment","84","filler15-bad","<center><table><table cellspacing=100><tr><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/15_distributive.JPG?raw=true></td><td><img style=display:block;max-width:300px;max-height:300px;width: auto;height: auto; src=https://github.com/MojmirDocekal/jan_2019_brn_vie/blob/master/15_non-distributive.jpg?raw=true></td></table></center>Kontext: Děti dostaly nové míčky různých barev. Odpoledne si s nimi házely o zeď. Tatínek se obával%2C že děti rozbijí míčkem okno%2C což se také stalo.</p><center><p>Věta: <i>Pouze červený míček rozbil okno.</i></p></p>Větě v daném kontextu odpovídá obrázek:</center>","","",""
"1581696421","AcceptabilityJudgment","84","filler15-bad","NULL","ani jeden","NULL","13557"
